chain,pool,factory,factory_version,token0,token0_symbol,token0_balance,token0_value_usd,token1,token1_symbol,token1_balance,token1_value_usd,total_value_usd,blockNumber,txHash,priceProvider,admin,adminFeeDestination
ethereum,0x41879e063f86ca6ad74cf323bfa72729ae494207,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,rsETH,0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0,0.0,0,0x17b1369,0x8a6a00322ffb2bf8e0634e6bb0e6cce0e97b0a9014d776e31a156df1bcf882d2,0xde34bc85c3aec0892dc8ff5221d9faf1b9997bbb,,
ethereum,0xe043eb182a09d5ab60ec73b4a9807d4a894434d2,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,rsETH,0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0,0.0,0,0x17c14bf,0x9d75ac0e4db5750bf8d7575a3405a656d4fa8d052389215fc9005ee9db2befcc,0x8bd2d504ee0895daf32347e9f8c5d5d062547739,,
ethereum,0x54c9f366493501a90b0b2657265b2b7cb884c780,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xf280b16ef293d8e534e370794ef26bf312694126,ASTEROID,0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0,0.0,0,0x17c15b0,0xdcbb1de70cbbeecaa4365756a88bebb37c14163b50032cd4d81352a0b64a6c9f,0x9039147a95ec60973e0ffba4fb8644bfa4ceee66,,
ethereum,0x40a5b0a389186725f7514b628240e74b1df1dabf,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0,0.0,0xf280b16ef293d8e534e370794ef26bf312694126,ASTEROID,0,0.0,0,0x17d1fd0,0xa53ae5cea926863b1e45434e389f78576fa4d8741d68ccbcb00bf38227657943,0x90a2fe5c8274124ccf8735cb6544fa6a8bb82ba6,,
ethereum,0x4c8c2d547e98606cc2895389dc71ef709e9af484,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xf280b16ef293d8e534e370794ef26bf312694126,ASTEROID,0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0,0.0,0,0x17d200b,0x0d4f82e44ade6a61fdd1196b2dd3c38f91fdf9587f619474c0db5f402a6552b0,0x90a2fe5c8274124ccf8735cb6544fa6a8bb82ba6,,
ethereum,0x6228209be263d08ce8e8882c973de5a343be3127,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4c9edd5852cd905f086c759e8383e09bff1e68b3,USDe,0,0.0,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0,0.0,0,0x17d72c3,0xdb954a805af733eea8ff03e9ee3fead655a323fa0345693061cd50e0506b1800,0x31191e7a97268a2b7532a7e1f6114f3f5dfd665d,,
ethereum,0xf8d4abbb60a83604dd14d20a37c0e16cae773c29,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4c9edd5852cd905f086c759e8383e09bff1e68b3,USDe,0,0.0,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0,0.0,0,0x17d79b1,0x77fcbb84eff6832cdd2ed256a9b65a18842dac07d990cd1d99a608ae8c0c243f,0xd7a43751b6160c6d1cbe3415ecb99d6579468660,,
ethereum,0x5b273b63050900f240b3c9338758c7ff20fe1d3c,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0,0.0,0x829f4b62eebe12af653b4dd4ffc480966f7d7f09,sato,0,0.0,0,0x17dc2a9,0x356f037f4bd997304d540a6ee972815714fe510e4c7738fbdcfb19112f1b8661,0xd13322b3bd6d22101f68220a07309f2ac04daebd,,
ethereum,0x2e00da454ad644004c2ce4d9ed44298fa7921035,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xf280b16ef293d8e534e370794ef26bf312694126,ASTEROID,0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0,0.0,0,0x17e11f7,0x41896f1354437b47ac972b6e2fe6f2b4771b38e7fd56acf73b1c865db3ce8426,0xecbcb8dd65d4fcb93ed24d9e91f3dba3b1e25799,,
ethereum,0xb74b4067e33e5ff02d38562e2434f25f0b278f2f,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x6c3ea9036406852006290770bedfcaba0e23a0e8,PYUSD,0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0,0.0,0,0x17e1f8e,0x02cb70c29cad25423cff9e037e1be147512dcb6d9794f5ebb45ad6edb8cab27c,0x5093291c16f67191714f54723da99169a160ee72,,
ethereum,0x2b0bec2e57bcca9f70812877f6014ac862476d7a,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,0,0.0,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0,0.0,0,0x17e4a4c,0x9dcaeeae73b4cae0af8ab73c46e0ff9c0f0c801884f828b65be57398c112b8a3,0x47f48ab0084702a293cfea9af31fee14840c55c1,,
ethereum,0xf34adf7956c19b1de25dc2b3a51d3d2a265a1578,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x6c3ea9036406852006290770bedfcaba0e23a0e8,PYUSD,0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0,0.0,0,0x17e966c,0x86cd58a4c8e3c8b46e9284032331e8305b480489a463af2fc352c603ac47bcb8,0xd832d786ea1ea1843faea9b948f10088eedb2c3b,,
ethereum,0x6118dae8ea7396e2e7b336fc97904c1b1fff85aa,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4c9edd5852cd905f086c759e8383e09bff1e68b3,USDe,0,0.0,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0,0.0,0,0x17e968f,0xd625d236c785dc864ac214464c681f93b898dfc1e023d04bd6d7a4caa43e3c91,0x3f7ce265d6de76510e1cbbe34da6774b0df4ab20,,
ethereum,0xf980ae230be4c72e65fe703a1002bbe68a519177,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x8292bb45bf1ee4d140127049757c2e0ff06317ed,RLUSD,0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0,0.0,0,0x17ef419,0xa90ed74384716477bcbf43cbe44a3cba9ad5103ab5f2f941bef83208f5175f65,0xe707c4fbc49e5253b754b2642e1ee00b14b022f6,,
ethereum,0x2d033a36587e85b5555b912a92bfaa724121cfdd,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x6c3ea9036406852006290770bedfcaba0e23a0e8,PYUSD,0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0,0.0,0,0x17f411f,0x1b1232895c3f1aaa50dc4a4ab5e2063b1a116a561329174c81f0923727e597e0,0x0a4f23d9ba29732702583d5ba510b75f835d824d,,
ethereum,0x798dae70bfafe3728a2f8db0a0bb1708e58d1c23,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0,0.0,0,0x17f6164,0x7d424eed481eba906d0be1f680fb1729e80493611d45097beff07668e7fe4d3f,0x3fe394ba9fa4bacb4d736da15565b0dda0c078fe,,
ethereum,0x82e8791847ac357a3f31a518c0c080ac77c694a6,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0,0.0,0,0x18089e2,0x17b41cea464066111cc2efa8d48e77ce28b86dccb13ded9218089c2ade6c4020,0xb9ed1f19d7028972c1f22c5535ce7306f0b3566f,,
ethereum,0xfa43da882d5b1017d7dcf8ed6bc4570c5c147532,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,0,0.0,0,0x18089e3,0xdae21a843f80d9f1815345920dfeccf69b5ebc4ffba0b0cc1a5d50c849089685,0x20cfd8e5bdb6af80e0c8eb6f0c4367c88e111d7a,,
ethereum,0x015f4524592e2d6fb83877e65c09dc7656ba0d3e,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0,0.0,0,0x18089e4,0x77068b82161c34973d836e586985e6a7fbbaada4ade8f9c7c2e268bc8a7b0bf2,0x8616629ca97674089e6265a83176cf79ab96c62c,,
ethereum,0x62c7547e24087ec9a7d0303bf718f4f4767207f8,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0,0.0,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0,0x18089e5,0xe0190c456df2699efcdb631051f185daed62b857a040c1e3417c9c27457034e9,0x2dbc7b1b5b8e1a3d4e3aac1841fe7ce3551e1935,,
ethereum,0xe22e8864c26744f27c0c7c5b9df5044f6b31c065,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0,0.0,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0,0.0,0,0x18089e7,0x36054fe7161d857e772cc5495e13e24f8a5c107e0319a676d42a23be3757248c,0xb9bdf83eadecf0edb57f419ee6b8e52df6222f28,,
ethereum,0x94af41c1668edae808feca236100178a0fd9003b,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0,0.0,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,0,0.0,0,0x18089e8,0x3dd00b2eadb64f0189b56c9f2deaf44e03ff45d4ac3184e00b1224fe560ad3a9,0x0aa10e54e6461bb2cde0ee5ec0f7d08ea288bd1c,,
ethereum,0x2d88a8de097caf4eadcd567c140dcee17bbbf86d,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0,0.0,0,0x181cae8,0xad995a8937a1d807470b6a2b0d41047ea482801a190d5bf14dd7a7820083441d,0x48867397ce809084e4e642685ba35d68f1ab46cf,,
ethereum,0xbb7ccb93194f4b4ff91de1d2a711218d0fd91519,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,0,0.0,0,0x181cae9,0x9d69860881ed98cfd8cb7529d4880e4bbe986690a6b4334b541e4278fdb272f9,0x9401a0af72c9d368c2cd85d2d4acc2a7f35daceb,,
ethereum,0x674b893656f1e6ff0ff007add53bac6fffdcadc0,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0,0.0,0,0x181caea,0x38f42285bc5db653ca94879629c1d5aa7bf96215c6303b8ed098049d4bee2b49,0x4101ea4574a2c47205fd18c2aa4540edc0a39588,,
ethereum,0x1bf3f5090c3fba38774434852f8be8b5c6247f3a,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0,0.0,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0,0x181caeb,0xb73a2c80cb455a2a9b98f3f674b7420862c2830b6d71d450296b6874383a951a,0xca614be89097efd10255ffb0c4bfa7d28b57a80e,,
ethereum,0x92ce4e6cc84791d79f869b963e7234830fb1b4c1,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0,0.0,0,0x181caec,0x38ca72c9b0e587d426e6f0b49a7963e60429520e5ba56de992b9b88c2c2bb79d,0x5113343b411d64090125f1d3258bc9f821edb613,,
ethereum,0x48fa379cc43fe0a093b08e3a9f0718d228de2393,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0,0.0,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0,0.0,0,0x181caed,0xf5247739fba1ef8c9bce05a05337d40824b14c747e9be3f7731ee5bd51f57f7d,0xde13dfeb1c8eac25fc1e60aba45edeb5b3821f51,,
ethereum,0xb0e6a7ba75c3e2268ac31f1e5c6c63d9191a9cf8,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0,0.0,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,0,0.0,0,0x181caee,0x8c948e7e7b0e79d679a908857e8efd8d9cf2e9be8a33e254ed845b80450ac09c,0xd9413882c8c45898b64d4d2d76a32dd68190b5ab,,
ethereum,0x8499f7bf12d52e4d921473dfcbd95c001752437f,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4c9edd5852cd905f086c759e8383e09bff1e68b3,USDe,0,0.0,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0,0.0,0,0x1829c67,0xc34ddb4abd83ee98103e6598a6756bd9e062052faf8eed0230b892907daebdde,0xd28c6875858bf55af2a4de4ef94247c2cc5bfdda,,
ethereum,0x5239d99c8683b0a8324dc49ba52a09a5a4466c7c,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x8292bb45bf1ee4d140127049757c2e0ff06317ed,RLUSD,0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0,0.0,0,0x182a147,0x572cf596681e1736d2546de84fb10d71bcbb953f12a249d268b5ed6048c2fea4,0x0e864006c9beac70998c0a3dac1a6bc9af9a334e,,
ethereum,0xd91b153efdc9be894f8a1e7487423371e0b99f53,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4c9edd5852cd905f086c759e8383e09bff1e68b3,USDe,0,0.0,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0,0.0,0,0x182be95,0xc008ae2ff1a83125323ce4d52e89e58dd9abf5d40f63ffc53f009d7dfc390a06,0x44e8f718f82c2fd72cbe8bc3ffdad583f0cdef74,,
ethereum,0xa2e78ac22cf562f306a1bd6e756bf40dbb3e44cc,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x8292bb45bf1ee4d140127049757c2e0ff06317ed,RLUSD,0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0,0.0,0,0x182bf17,0xff65c7bbb5acf486a5535143649aaff118f38d2bb929fd3420373917cd634c0e,0x1387d436fdadbdca8fa477004c7e0c8576c3dfe1,,
ethereum,0xe2b85e3e2eee34874fa13462c1e60b3624531a6a,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4c9edd5852cd905f086c759e8383e09bff1e68b3,USDe,0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0,0.0,0,0x1843ca5,0xf221e03b37df52618e2b3a62bbcc157fe944d339a8f9f2c7ad39a37dc3a89665,0x958b0f0e7cfd10169e2eebcbca14a5fdf15087fa,,
ethereum,0xf95fd5dee16a04693d8e9467169ddee0955112e5,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,0,0.0,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,0,0.0,0,0x186e8ed,0xf29371b4706e695c551f79bf9343246319d5e38ba65492d38f32e7bbc01bc19c,0x5a0e237a8b9b885dae00ed760fa189431f3eb689,,
arbitrum,0x6b8fad242098bd00f097063b1595e46696c59e5d,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,WBTC,0,0.0,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0,0.0,0,0x1a2997d6,0xbc3ef1542a370347e7cb3094fe0f417e31328707a51057e14a70bb7744066fa4,0xef3690cbb1217410833f093ce56f7a1603787cad,,
arbitrum,0x178049832d79c7102feca7565fc594480f517b11,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0,0.0,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0,0.0,0,0x1a567d48,0x06f319e33bf1d495872ababb9caa42adbf3c50145641ac397091b30a5ed0ae80,0x2150f7ecac0d092400c5b0678d2ba472cb59ec39,,
arbitrum,0xbbc3658e16b194c02bdec520a8a8356174d87b93,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0,0.0,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0,0.0,0,0x1aae1a30,0x9593399fbd3f8a51e47cd033947235e4fba658b2cb5e10c5bb8948c32508b05e,0x02e9edce025a5b90ba0bdbcac067e7aab9be74f4,,
arbitrum,0xd7d03fca1eb902a2a8da081bc2af2717dc4d847b,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0,0.0,0,0x1aae1a81,0x873006be50859e410a8266ffd66e09aa304ec48e41f926dd00f3ac69796ac610,0xd5bff9b99da4c1875801f5881eb687cdb653aea4,,
arbitrum,0xa3ced3238266dba56695e971719cb016d9445cff,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0,0.0,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0,0x1aae1d8c,0xff4a67c36b203e9fae73688d65e64eb1771e6313582129f3c1e35455ce8af546,0x3a7ad92440d4a3cf0b4f745fe10d3ddccd35e03b,,
arbitrum,0xefb432160e8cfce36eb937975055641ba4c3747f,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0,0.0,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0,0.0,0,0x1aaf3a4b,0xb25ae97c935ec5a0659a1bc5e9485700a8769dba19a64a9f274576d3c004eaae,0x02e9edce025a5b90ba0bdbcac067e7aab9be74f4,,
arbitrum,0x6c354be7a7c63efeb35eb7c1b26572f3d8c6a253,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0,0.0,0,0x1aaf4074,0x7f8838cb095cd1152324310d77216b648053f03f26db6a081f339c39c68553e9,0xd5bff9b99da4c1875801f5881eb687cdb653aea4,,
arbitrum,0x40b185c99f8fa1def7ca77c5b40a372c8b244d14,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,0,0.0,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0,0x1aaf409e,0xd17a897d622e89a0a7c8839ef727d4baccfd3ae6df7ccd3870fe9d6ede9e2465,0x3a7ad92440d4a3cf0b4f745fe10d3ddccd35e03b,,
arbitrum,0x4586065619737df025ec2a64c2adb708f22f3c7d,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0,0.0,0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,WBTC,0,0.0,0,0x1b204607,0xdda79ff755a99a186f28162c806af690c1cfb61ac1a72fec581c389ca9386170,0x70779707211d1b3a2b846d51922c9ceec4cebd8e,,
arbitrum,0x4a65849d5ddb7faaa13574554a18daaf05af22a1,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,WBTC,0,0.0,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0,0.0,0,0x1b206724,0x928640fa54dae5a26df90086adf944dcf12b033b4409ff4a060203bca5b5c98a,0x70779707211d1b3a2b846d51922c9ceec4cebd8e,,
arbitrum,0xe39fd90bfaba5fcf75e90c988c878d5aea4e66d9,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,WBTC,0,0.0,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0,0x1b457b2f,0x66463169fbcbf9bd1e0a08bfa554311edf5ab7f902a7aa80749da5a9a32f6b6e,0x3fb0ef3996bf099d07b6a0ef89c304d82b75af14,,
arbitrum,0xe230e5966ebd044978bf4e854559795f1d50eb0f,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0,0.0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDT0,0,0.0,0,0x1b6f79fc,0x64253f59de68e66c04086ea09938e549d57303e3325a5229c832e3a03a5396c8,0x7433995ffc75233f86456f89167c6efbe4bd796a,,
arbitrum,0x67be80d7fd2250a4d5d718a39100d14eb86b619e,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0,0.0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDT0,0,0.0,0,0x1b6f7ad8,0x3b0ee0f416e559b834a4dac3c0ba8b3ad8646b6f1162a4ff9a5f4a6c23e55801,0x7433995ffc75233f86456f89167c6efbe4bd796a,,
arbitrum,0xa3dabc228530f11b7d161ff391addcfc0a837d99,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0,0.0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDT0,0,0.0,0,0x1c482747,0x6e80ad28b11574c73f15f3e0ee250c665528ada207b04095717b2286145ec51c,0x4116db3b202767f1670e065a205db24b6da1888e,,
arbitrum,0x8257aab55c9ed127c17b9c8e023a60ac9dafd058,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0,0.0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDT0,0,0.0,0,0x1c4d8f16,0x3374739fb7b58f8d898ed0d76d9d055d94a9d7453bdf5e997aa9a46b702041df,0x1eee972401b0cf6089549951e45e40633dea1975,,
arbitrum,0xec40b4808541747247f77dc611bb48a8e9ce8281,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f,WBTC,0,0.0,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,0,0.0,0,0x1d1653c8,0xbf93cba2708de44151e7a8bedadc55c238a2396a455bf06e96a6bbff1f524846,0xeb544c83e8c5f5d5970afb3d6dd1787aec6b9d09,,
polygon,0x65b5a7d46cb60c9abb6573d1bf7579ed701dbc46,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6,WBTC,0,0.0,0x3c499c542cef5e3811e1192ce70d8cc03d5c3359,USDC,0,0.0,0,0x50fe269,0x624ef92014299a7e789a1bb263db5ad1c0f47407a29aad1a0fe155f56b0defa5,0x3a911762cf640b482e72fe53462419798c9ed591,,
polygon,0xf43a9468d8fed9b5142610ee5fdece9f786995b2,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x3c499c542cef5e3811e1192ce70d8cc03d5c3359,USDC,0,0.0,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,0,0.0,0,0x5459f2e,0x4873532a549a50f749ae4e9b02bba0f4a9a8241554e3045fafd2c5e7bd5663dd,0x383bd89d7c9a59ac9c8c4a05140a2252d043eb87,,
polygon,0x0464f1539f436cdecec40e89028669b0d54f0cfd,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,0,0.0,0x3c499c542cef5e3811e1192ce70d8cc03d5c3359,USDC,0,0.0,0,0x545a0a4,0xb66214a5f12eed5f58f7fdf83692c7eb4b9c339ab2f452a31dd641e62d3bc7c1,0x383bd89d7c9a59ac9c8c4a05140a2252d043eb87,,
polygon,0xcae4c1e465c7ab4bbe64ad7706536f1c0ab5d10d,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,0,0.0,0x3c499c542cef5e3811e1192ce70d8cc03d5c3359,USDC,0,0.0,0,0x545a54c,0xe120be96a0aca129df499c55d9134b93b8f7848b21e7cac0334da241772ac508,0x383bd89d7c9a59ac9c8c4a05140a2252d043eb87,,
hyperevm,0x43e6bd9619db7fba95be3bcb20ad3b9df5d8e328,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x5555555555555555555555555555555555555555,WHYPE,0,0.0,0xb88339cb7199b77e23db6e890353e22632ba630f,USDC,0,0.0,0,0x1db687a,0xeb9e4f8fb577ed04f53ec392d7ced3f9b9b16cd32f14dd0d69ba26aa84a66829,0xb6d0106927df2be6e44683a6e540ed60ec6c31b4,,
hyperevm,0x2a9b6eddefb37c91a3a7fc7dd0da9ba3a557e9e7,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x5555555555555555555555555555555555555555,WHYPE,0,0.0,0xb88339cb7199b77e23db6e890353e22632ba630f,USDC,0,0.0,0,0x1db7558,0x4f3f6fc0227de21ecddce5b83710742c1db7f35a19000915c3bb9365718bb13a,0xb6d0106927df2be6e44683a6e540ed60ec6c31b4,,
